"color","gracz","rodzaj","n","mean","day","hour"
"both","grooney","bullet",49,0.479591836734694,5,10
"both","grooney","rapid",10,0.9,5,10
"both","Mlodziak77","blitz",10,0.5,5,10
"both","Mlodziak77","bullet",1,0,5,10
"both","Mlodziak77","rapid",3,0,5,10
"both","tymekkk","blitz",12,0.666666666666667,5,10
"white","grooney","blitz",5,0.6,5,10
"white","grooney","bullet",23,0.543478260869565,5,10
"white","grooney","rapid",5,0.8,5,10
"white","Mlodziak77","blitz",4,0.5,5,10
"white","Mlodziak77","rapid",2,0,5,10
"white","tymekkk","blitz",6,0.5,5,10
"black","grooney","blitz",3,0.166666666666667,5,11
"black","grooney","bullet",26,0.480769230769231,5,11
"black","Mlodziak77","blitz",14,0.214285714285714,5,11
"black","Mlodziak77","bullet",1,1,5,11
"black","tymekkk","blitz",5,0.4,5,11
"both","grooney","blitz",7,0.5,5,11
"both","grooney","bullet",54,0.592592592592593,5,11
"both","Mlodziak77","blitz",27,0.407407407407407,5,11
"both","Mlodziak77","bullet",3,0.666666666666667,5,11
"both","tymekkk","blitz",10,0.4,5,11
"white","grooney","blitz",4,0.75,5,11
"white","grooney","bullet",28,0.696428571428571,5,11
"white","Mlodziak77","blitz",13,0.615384615384615,5,11
"white","Mlodziak77","bullet",2,0.5,5,11
"white","tymekkk","blitz",5,0.4,5,11
"black","grooney","blitz",4,0.5,5,12
"black","grooney","bullet",35,0.414285714285714,5,12
"black","grooney","rapid",1,0,5,12
"black","Mlodziak77","blitz",9,0.555555555555556,5,12
"black","Mlodziak77","bullet",1,0,5,12
"black","Mlodziak77","rapid",1,1,5,12
"black","tymekkk","blitz",4,0.5,5,12
"both","grooney","blitz",11,0.545454545454545,5,12
"both","grooney","bullet",62,0.548387096774194,5,12
"both","grooney","rapid",2,0.5,5,12
"both","Mlodziak77","blitz",17,0.588235294117647,5,12
"both","Mlodziak77","bullet",1,0,5,12
"both","Mlodziak77","rapid",1,1,5,12
"both","tymekkk","blitz",8,0.375,5,12
"white","grooney","blitz",7,0.571428571428571,5,12
"white","grooney","bullet",27,0.722222222222222,5,12
"white","grooney","rapid",1,1,5,12
"white","Mlodziak77","blitz",8,0.625,5,12
"white","tymekkk","blitz",4,0.25,5,12
"black","grooney","bullet",36,0.472222222222222,5,13
"black","grooney","rapid",1,0,5,13
"black","Mlodziak77","blitz",1,0,5,13
"black","tymekkk","blitz",3,0.833333333333333,5,13
"both","grooney","blitz",6,0.416666666666667,5,13
"both","grooney","bullet",69,0.434782608695652,5,13
"both","grooney","rapid",1,0,5,13
"both","Mlodziak77","blitz",4,0.25,5,13
"both","tymekkk","blitz",8,0.4375,5,13
"white","grooney","blitz",6,0.416666666666667,5,13
"white","grooney","bullet",33,0.393939393939394,5,13
"white","Mlodziak77","blitz",3,0.333333333333333,5,13
"white","tymekkk","blitz",5,0.2,5,13
"black","grooney","blitz",15,0.533333333333333,5,14
"black","grooney","bullet",31,0.516129032258065,5,14
"black","Mlodziak77","blitz",12,0.416666666666667,5,14
"black","Mlodziak77","bullet",1,1,5,14
"black","tymekkk","blitz",2,0.5,5,14
"both","grooney","blitz",32,0.484375,5,14
"both","grooney","bullet",64,0.5,5,14
"both","Mlodziak77","blitz",19,0.473684210526316,5,14
"both","Mlodziak77","bullet",2,1,5,14
"both","Mlodziak77","rapid",1,1,5,14
"both","tymekkk","blitz",7,0.428571428571429,5,14
"white","grooney","blitz",17,0.441176470588235,5,14
"white","grooney","bullet",33,0.484848484848485,5,14
"white","Mlodziak77","blitz",7,0.571428571428571,5,14
"white","Mlodziak77","bullet",1,1,5,14
"white","Mlodziak77","rapid",1,1,5,14
"white","tymekkk","blitz",5,0.4,5,14
"black","grooney","blitz",5,0.2,5,15
"black","grooney","bullet",48,0.541666666666667,5,15
"black","Mlodziak77","blitz",6,0.666666666666667,5,15
"black","tymekkk","blitz",3,0.666666666666667,5,15
"both","grooney","blitz",8,0.25,5,15
"both","grooney","bullet",94,0.542553191489362,5,15
"both","grooney","rapid",1,0,5,15
"both","Mlodziak77","blitz",9,0.555555555555556,5,15
"both","tymekkk","blitz",3,0.666666666666667,5,15
"white","grooney","blitz",3,0.333333333333333,5,15
"white","grooney","bullet",46,0.543478260869565,5,15
"white","grooney","rapid",1,0,5,15
"white","Mlodziak77","blitz",3,0.333333333333333,5,15
"black","grooney","blitz",10,0.6,5,16
"black","grooney","bullet",46,0.510869565217391,5,16
"black","Mlodziak77","blitz",1,0,5,16
"black","Mlodziak77","rapid",2,1,5,16
"black","tymekkk","blitz",1,0,5,16
"both","grooney","blitz",15,0.566666666666667,5,16
"both","grooney","bullet",90,0.5,5,16
"both","Mlodziak77","blitz",2,0.5,5,16
"both","Mlodziak77","rapid",3,1,5,16
"both","tymekkk","blitz",3,0,5,16
"white","grooney","blitz",5,0.5,5,16
"white","grooney","bullet",44,0.488636363636364,5,16
"white","Mlodziak77","blitz",1,1,5,16
"white","Mlodziak77","rapid",1,1,5,16
"white","tymekkk","blitz",2,0,5,16
"black","grooney","blitz",2,1,5,17
"black","grooney","bullet",25,0.5,5,17
"black","Mlodziak77","blitz",9,0.777777777777778,5,17
"black","tymekkk","blitz",1,0,5,17
"both","grooney","blitz",6,0.75,5,17
"both","grooney","bullet",51,0.5,5,17
"both","Mlodziak77","blitz",19,0.578947368421053,5,17
"both","tymekkk","blitz",2,0.5,5,17
"white","grooney","blitz",4,0.625,5,17
"white","grooney","bullet",26,0.5,5,17
"white","Mlodziak77","blitz",10,0.4,5,17
"white","tymekkk","blitz",1,1,5,17
"black","grooney","blitz",5,0.6,5,18
"black","grooney","bullet",32,0.421875,5,18
"black","Mlodziak77","blitz",13,0.346153846153846,5,18
"black","Mlodziak77","bullet",4,0.75,5,18
"black","Mlodziak77","rapid",3,0.666666666666667,5,18
"black","tymekkk","blitz",3,0.333333333333333,5,18
"both","grooney","blitz",12,0.666666666666667,5,18
"both","grooney","bullet",66,0.583333333333333,5,18
"both","Mlodziak77","blitz",24,0.395833333333333,5,18
"both","Mlodziak77","bullet",7,0.714285714285714,5,18
"both","Mlodziak77","rapid",7,0.714285714285714,5,18
"both","tymekkk","blitz",7,0.428571428571429,5,18
"white","grooney","blitz",7,0.714285714285714,5,18
"white","grooney","bullet",34,0.735294117647059,5,18
"white","Mlodziak77","blitz",11,0.454545454545455,5,18
"white","Mlodziak77","bullet",3,0.666666666666667,5,18
"white","Mlodziak77","rapid",4,0.75,5,18
"white","tymekkk","blitz",4,0.5,5,18
"black","grooney","blitz",2,1,5,19
"black","grooney","bullet",27,0.277777777777778,5,19
"black","Mlodziak77","blitz",8,0.625,5,19
"black","Mlodziak77","rapid",2,0.75,5,19
"black","tymekkk","blitz",4,0.75,5,19
"both","grooney","blitz",2,1,5,19
"both","grooney","bullet",56,0.419642857142857,5,19
"both","Mlodziak77","blitz",16,0.59375,5,19
"both","Mlodziak77","rapid",4,0.625,5,19
"both","tymekkk","blitz",8,0.4375,5,19
"white","grooney","bullet",29,0.551724137931034,5,19
"white","Mlodziak77","blitz",8,0.5625,5,19
"white","Mlodziak77","rapid",2,0.5,5,19
"white","tymekkk","blitz",4,0.125,5,19
"black","grooney","bullet",42,0.547619047619048,5,20
"black","Mlodziak77","blitz",6,0.416666666666667,5,20
"black","Mlodziak77","rapid",2,1,5,20
"black","tymekkk","blitz",1,0,5,20
"both","grooney","blitz",2,0.5,5,20
"both","grooney","bullet",90,0.627777777777778,5,20
"both","Mlodziak77","blitz",12,0.458333333333333,5,20
"both","Mlodziak77","bullet",1,0,5,20
"both","Mlodziak77","rapid",3,1,5,20
"both","tymekkk","blitz",4,0.75,5,20
"white","grooney","blitz",2,0.5,5,20
"white","grooney","bullet",48,0.697916666666667,5,20
"white","Mlodziak77","blitz",6,0.5,5,20
"white","Mlodziak77","bullet",1,0,5,20
"white","Mlodziak77","rapid",1,1,5,20
"white","tymekkk","blitz",3,1,5,20
"black","grooney","blitz",7,0.5,5,21
"black","grooney","bullet",24,0.375,5,21
"black","grooney","rapid",3,0.333333333333333,5,21
"black","Mlodziak77","blitz",5,0.4,5,21
"black","Mlodziak77","bullet",1,1,5,21
"black","tymekkk","blitz",1,1,5,21
"both","grooney","blitz",11,0.636363636363636,5,21
"both","grooney","bullet",48,0.520833333333333,5,21
"both","grooney","rapid",3,0.333333333333333,5,21
"both","Mlodziak77","blitz",8,0.5,5,21
"both","Mlodziak77","bullet",1,1,5,21
"both","Mlodziak77","rapid",2,1,5,21
"both","tymekkk","blitz",5,0.8,5,21
"white","grooney","blitz",4,0.875,5,21
"white","grooney","bullet",24,0.666666666666667,5,21
"white","Mlodziak77","blitz",3,0.666666666666667,5,21
"white","Mlodziak77","rapid",2,1,5,21
"white","tymekkk","blitz",4,0.75,5,21
"black","grooney","blitz",2,0.5,5,22
"black","grooney","bullet",16,0.4375,5,22
"black","grooney","rapid",3,0.333333333333333,5,22
"black","Mlodziak77","blitz",1,1,5,22
"both","grooney","blitz",4,0.25,5,22
"both","grooney","bullet",32,0.4375,5,22
"both","grooney","rapid",7,0.357142857142857,5,22
"both","Mlodziak77","blitz",1,1,5,22
"both","tymekkk","blitz",1,0,5,22
"white","grooney","blitz",2,0,5,22
"white","grooney","bullet",16,0.4375,5,22
"white","grooney","rapid",4,0.375,5,22
"white","tymekkk","blitz",1,0,5,22
"black","grooney","bullet",15,0.4,5,23
"black","Mlodziak77","blitz",1,1,5,23
"black","Mlodziak77","bullet",1,0,5,23
"black","tymekkk","blitz",3,0.666666666666667,5,23
"both","grooney","bullet",31,0.467741935483871,5,23
"both","Mlodziak77","blitz",6,0.833333333333333,5,23
"both","Mlodziak77","bullet",1,0,5,23
"both","tymekkk","blitz",5,0.6,5,23
"white","grooney","bullet",16,0.53125,5,23
"white","Mlodziak77","blitz",5,0.8,5,23
"white","tymekkk","blitz",2,0.5,5,23
"black","grooney","bullet",11,0.545454545454545,1,0
"black","Mlodziak77","blitz",3,0.833333333333333,1,0
"black","Mlodziak77","bullet",1,1,1,0
"black","tymekkk","blitz",1,0,1,0
"both","grooney","bullet",22,0.636363636363636,1,0
"both","Mlodziak77","blitz",8,0.8125,1,0
"both","Mlodziak77","bullet",2,0.5,1,0
"both","tymekkk","blitz",1,0,1,0
"white","grooney","bullet",11,0.727272727272727,1,0
"white","Mlodziak77","blitz",5,0.8,1,0
"white","Mlodziak77","bullet",1,0,1,0
"black","tymekkk","blitz",2,1,1,3
"both","tymekkk","blitz",3,0.666666666666667,1,3
"white","tymekkk","blitz",1,0,1,3
"black","grooney","rapid",1,1,1,6
"both","grooney","rapid",1,1,1,6
"black","grooney","bullet",2,0.5,1,7
"both","grooney","bullet",3,0.666666666666667,1,7
"both","grooney","rapid",1,1,1,7
"both","tymekkk","blitz",1,1,1,7
"white","grooney","bullet",1,1,1,7
"white","grooney","rapid",1,1,1,7
"white","tymekkk","blitz",1,1,1,7
"black","grooney","blitz",4,0.25,1,8
"black","grooney","bullet",18,0.472222222222222,1,8
"black","Mlodziak77","blitz",6,0.166666666666667,1,8
"black","tymekkk","blitz",3,0.666666666666667,1,8
"both","grooney","blitz",8,0.5625,1,8
"both","grooney","bullet",34,0.426470588235294,1,8
"both","Mlodziak77","blitz",10,0.2,1,8
"both","tymekkk","blitz",6,0.75,1,8
"white","grooney","blitz",4,0.875,1,8
"white","grooney","bullet",16,0.375,1,8
"white","Mlodziak77","blitz",4,0.25,1,8
"white","tymekkk","blitz",3,0.833333333333333,1,8
"black","grooney","blitz",5,0.4,1,9
"black","grooney","bullet",14,0.392857142857143,1,9
"black","grooney","rapid",1,0.5,1,9
"black","Mlodziak77","blitz",8,0.375,1,9
"black","tymekkk","blitz",1,0,1,9
"both","grooney","blitz",9,0.333333333333333,1,9
"both","grooney","bullet",26,0.480769230769231,1,9
"both","grooney","rapid",4,0.125,1,9
"both","Mlodziak77","blitz",18,0.416666666666667,1,9
"both","tymekkk","blitz",4,0.5,1,9
"white","grooney","blitz",4,0.25,1,9
"white","grooney","bullet",12,0.583333333333333,1,9
"white","grooney","rapid",3,0,1,9
"white","Mlodziak77","blitz",10,0.45,1,9
"white","tymekkk","blitz",3,0.666666666666667,1,9
"black","grooney","blitz",1,0,1,10
"black","grooney","bullet",40,0.5875,1,10
"black","grooney","rapid",1,1,1,10
"black","Mlodziak77","blitz",5,0.4,1,10
"black","tymekkk","blitz",1,0,1,10
"both","grooney","blitz",3,0.5,1,10
"both","grooney","bullet",75,0.58,1,10
"both","grooney","rapid",3,1,1,10
"both","Mlodziak77","blitz",10,0.6,1,10
"both","tymekkk","blitz",4,0.125,1,10
"white","grooney","blitz",2,0.75,1,10
"white","grooney","bullet",35,0.571428571428571,1,10
"white","grooney","rapid",2,1,1,10
"white","Mlodziak77","blitz",5,0.8,1,10
"white","tymekkk","blitz",3,0.166666666666667,1,10
"black","grooney","blitz",7,0.285714285714286,1,11
"black","grooney","bullet",39,0.538461538461538,1,11
"black","grooney","rapid",2,0.5,1,11
"black","Mlodziak77","blitz",7,0.714285714285714,1,11
"black","tymekkk","blitz",2,0,1,11
"both","grooney","blitz",9,0.444444444444444,1,11
"both","grooney","bullet",81,0.580246913580247,1,11
"both","grooney","rapid",3,0.666666666666667,1,11
"both","Mlodziak77","blitz",14,0.642857142857143,1,11
"both","tymekkk","blitz",6,0.333333333333333,1,11
"white","grooney","blitz",2,1,1,11
"white","grooney","bullet",42,0.619047619047619,1,11
"white","grooney","rapid",1,1,1,11
"white","Mlodziak77","blitz",7,0.571428571428571,1,11
"white","tymekkk","blitz",4,0.5,1,11
"black","grooney","blitz",3,0.333333333333333,1,12
"black","grooney","bullet",69,0.601449275362319,1,12
"black","Mlodziak77","blitz",9,0.777777777777778,1,12
"black","tymekkk","blitz",4,0.75,1,12
"both","grooney","blitz",7,0.571428571428571,1,12
"both","grooney","bullet",134,0.552238805970149,1,12
"both","Mlodziak77","blitz",16,0.5,1,12
"both","Mlodziak77","bullet",1,1,1,12
"both","tymekkk","blitz",11,0.727272727272727,1,12
"white","grooney","blitz",4,0.75,1,12
"white","grooney","bullet",65,0.5,1,12
"white","Mlodziak77","blitz",7,0.142857142857143,1,12
"white","Mlodziak77","bullet",1,1,1,12
"white","tymekkk","blitz",7,0.714285714285714,1,12
"black","grooney","blitz",1,1,1,13
"black","grooney","bullet",44,0.568181818181818,1,13
"black","Mlodziak77","blitz",5,0.8,1,13
"black","tymekkk","blitz",9,0.666666666666667,1,13
"both","grooney","blitz",8,0.375,1,13
"both","grooney","bullet",86,0.529069767441861,1,13
"both","Mlodziak77","blitz",12,0.708333333333333,1,13
"both","tymekkk","blitz",18,0.555555555555556,1,13
"white","grooney","blitz",7,0.285714285714286,1,13
"white","grooney","bullet",42,0.488095238095238,1,13
"white","Mlodziak77","blitz",7,0.642857142857143,1,13
"white","tymekkk","blitz",9,0.444444444444444,1,13
"black","grooney","blitz",9,0.444444444444444,1,14
"black","grooney","bullet",41,0.5,1,14
"black","Mlodziak77","blitz",6,0.333333333333333,1,14
"black","Mlodziak77","bullet",1,1,1,14
"black","Mlodziak77","rapid",2,0,1,14
"black","tymekkk","blitz",4,0.75,1,14
"both","grooney","blitz",14,0.464285714285714,1,14
"both","grooney","bullet",81,0.530864197530864,1,14
"both","Mlodziak77","blitz",9,0.444444444444444,1,14
"both","Mlodziak77","bullet",3,1,1,14
"both","Mlodziak77","rapid",2,0,1,14
"both","tymekkk","blitz",9,0.666666666666667,1,14
"white","grooney","blitz",5,0.5,1,14
"white","grooney","bullet",40,0.5625,1,14
"white","Mlodziak77","blitz",3,0.666666666666667,1,14
"white","Mlodziak77","bullet",2,1,1,14
"white","tymekkk","blitz",5,0.6,1,14
"black","grooney","blitz",4,0.625,1,15
"black","grooney","bullet",43,0.546511627906977,1,15
"black","Mlodziak77","blitz",5,0,1,15
"black","Mlodziak77","bullet",2,1,1,15
"black","Mlodziak77","rapid",1,0,1,15
"black","tymekkk","blitz",3,0.666666666666667,1,15
"both","grooney","blitz",7,0.785714285714286,1,15
"both","grooney","bullet",87,0.563218390804598,1,15
"both","Mlodziak77","blitz",12,0.333333333333333,1,15
"both","Mlodziak77","bullet",3,0.666666666666667,1,15
"both","Mlodziak77","rapid",1,0,1,15
"both","tymekkk","blitz",7,0.428571428571429,1,15
"white","grooney","blitz",3,1,1,15
"white","grooney","bullet",44,0.579545454545455,1,15
"white","Mlodziak77","blitz",7,0.571428571428571,1,15
"white","Mlodziak77","bullet",1,0,1,15
"white","tymekkk","blitz",4,0.25,1,15
"black","grooney","blitz",8,0.5,1,16
"black","grooney","bullet",35,0.3,1,16
"black","Mlodziak77","blitz",6,0.5,1,16
"black","Mlodziak77","bullet",1,0,1,16
"black","Mlodziak77","rapid",2,0.5,1,16
"black","tymekkk","blitz",14,0.714285714285714,1,16
"both","grooney","blitz",17,0.529411764705882,1,16
"both","grooney","bullet",70,0.428571428571429,1,16
"both","Mlodziak77","blitz",13,0.653846153846154,1,16
"both","Mlodziak77","bullet",2,0.5,1,16
"both","Mlodziak77","rapid",3,0.5,1,16
"both","tymekkk","blitz",24,0.666666666666667,1,16
"white","grooney","blitz",9,0.555555555555556,1,16
"white","grooney","bullet",35,0.557142857142857,1,16
"white","Mlodziak77","blitz",7,0.785714285714286,1,16
"white","Mlodziak77","bullet",1,1,1,16
"white","Mlodziak77","rapid",1,0.5,1,16
"white","tymekkk","blitz",10,0.6,1,16
"black","grooney","blitz",5,1,1,17
"black","grooney","bullet",50,0.44,1,17
"black","grooney","rapid",1,0.5,1,17
"black","Mlodziak77","blitz",7,0.785714285714286,1,17
"black","Mlodziak77","bullet",2,0.5,1,17
"black","Mlodziak77","rapid",4,0.75,1,17
"black","tymekkk","blitz",8,0.75,1,17
"both","grooney","blitz",6,1,1,17
"both","grooney","bullet",102,0.411764705882353,1,17
"both","grooney","rapid",2,0.75,1,17
"both","Mlodziak77","blitz",15,0.466666666666667,1,17
"both","Mlodziak77","bullet",4,0.625,1,17
"both","Mlodziak77","rapid",7,0.857142857142857,1,17
"both","tymekkk","blitz",13,0.692307692307692,1,17
"white","grooney","blitz",1,1,1,17
"white","grooney","bullet",52,0.384615384615385,1,17
"white","grooney","rapid",1,1,1,17
"white","Mlodziak77","blitz",8,0.1875,1,17
"white","Mlodziak77","bullet",2,0.75,1,17
"white","Mlodziak77","rapid",3,1,1,17
"white","tymekkk","blitz",5,0.6,1,17
"black","grooney","blitz",8,0.3125,1,18
"black","grooney","bullet",31,0.564516129032258,1,18
"black","Mlodziak77","blitz",9,0.555555555555556,1,18
"black","Mlodziak77","rapid",1,1,1,18
"black","tymekkk","blitz",15,0.433333333333333,1,18
"both","grooney","blitz",14,0.321428571428571,1,18
"both","grooney","bullet",59,0.593220338983051,1,18
"both","Mlodziak77","blitz",18,0.666666666666667,1,18
"both","Mlodziak77","bullet",1,1,1,18
"both","Mlodziak77","rapid",2,1,1,18
"both","tymekkk","blitz",31,0.532258064516129,1,18
"white","grooney","blitz",6,0.333333333333333,1,18
"white","grooney","bullet",28,0.625,1,18
"white","Mlodziak77","blitz",9,0.777777777777778,1,18
"white","Mlodziak77","bullet",1,1,1,18
"white","Mlodziak77","rapid",1,1,1,18
"white","tymekkk","blitz",16,0.625,1,18
"black","grooney","blitz",4,0.25,1,19
"black","grooney","bullet",30,0.533333333333333,1,19
"black","Mlodziak77","blitz",3,0.333333333333333,1,19
"black","Mlodziak77","bullet",1,0,1,19
"black","Mlodziak77","rapid",1,1,1,19
"black","tymekkk","blitz",14,0.571428571428571,1,19
"both","grooney","blitz",11,0.227272727272727,1,19
"both","grooney","bullet",63,0.523809523809524,1,19
"both","grooney","rapid",1,1,1,19
"both","Mlodziak77","blitz",12,0.666666666666667,1,19
"both","Mlodziak77","bullet",4,0.625,1,19
"both","Mlodziak77","rapid",1,1,1,19
"both","tymekkk","blitz",30,0.55,1,19
"white","grooney","blitz",7,0.214285714285714,1,19
"white","grooney","bullet",33,0.515151515151515,1,19
"white","grooney","rapid",1,1,1,19
"white","Mlodziak77","blitz",9,0.777777777777778,1,19
"white","Mlodziak77","bullet",3,0.833333333333333,1,19
"white","tymekkk","blitz",16,0.53125,1,19
"black","grooney","blitz",14,0.464285714285714,1,20
"black","grooney","bullet",26,0.519230769230769,1,20
"black","grooney","rapid",1,1,1,20
"black","Mlodziak77","blitz",3,0.333333333333333,1,20
