"","Profile.Name","Start.Time","Duration","Attributes","Title","Supplemental.Video.Type","Device.Type","Bookmark","Latest.Bookmark","Country"
"1825","Wojtek","2019-05-25 15:53:46","00:01:41","","Friends: Season 8: The One with Joey's Interview (Episode 19)","","Android DefaultWidevineL3Phone Android Phone","00:12:41","Not latest view","PL (Poland)"
"1826","Wojtek","2019-05-25 05:27:26","00:10:26","","Friends: Season 8: The One with Joey's Interview (Episode 19)","","Android DefaultWidevineL3Phone Android Phone","00:10:58","Not latest view","PL (Poland)"
"1827","Wojtek","2019-05-25 05:03:30","00:19:25","","Friends: Season 8: The One in Massapequa (Episode 18)","","Android DefaultWidevineL3Phone Android Phone","00:21:52","00:21:52","PL (Poland)"
"1828","Wojtek","2019-05-22 19:11:39","00:02:03","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One in Massapequa (Episode 18)","","Chrome PC (Cadmium)","00:02:34","Not latest view","PL (Poland)"
"1829","Wojtek","2019-05-20 17:35:47","00:00:12","Autoplayed: user action: Unspecified; ","Tuca & Bertie: Season 1: The Sugar Bowl (Episode 1)","","Chrome PC (Cadmium)","00:01:14","Not latest view","PL (Poland)"
"1830","Wojtek","2019-05-20 16:57:07","00:21:47","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Tea Leaves (Episode 17)","","Chrome PC (Cadmium)","00:21:47","00:21:47","PL (Poland)"
"1831","Wojtek","2019-05-20 16:36:13","00:20:10","","Friends: Season 8: The One Where Joey Tells Rachel (Episode 16)","","Chrome PC (Cadmium)","00:21:02","00:21:02","PL (Poland)"
"1832","Wojtek","2019-05-20 16:18:02","00:09:41","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Birthing Video (Episode 15)","","Chrome PC (Cadmium)","00:21:45","00:21:45","PL (Poland)"
"1833","Wojtek","2019-05-20 15:31:18","00:10:57","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Birthing Video (Episode 15)","","Chrome PC (Cadmium)","00:11:28","Not latest view","PL (Poland)"
"1834","Wojtek","2019-05-20 15:07:59","00:21:19","","Friends: Season 8: The One with the Secret Closet (Episode 14)","","Chrome PC (Cadmium)","00:21:51","00:21:51","PL (Poland)"
"1835","Wojtek","2019-05-20 14:46:09","00:21:00","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One Where Chandler Takes a Bath (Episode 13)","","Chrome PC (Cadmium)","00:21:31","00:21:31","PL (Poland)"
"1836","Wojtek","2019-05-20 14:35:37","00:10:28","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One Where Joey Dates Rachel (Episode 12)","","Chrome PC (Cadmium)","00:21:43","00:21:43","PL (Poland)"
"1837","Wojtek","2019-05-20 13:34:23","00:10:48","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One Where Joey Dates Rachel (Episode 12)","","Chrome PC (Cadmium)","00:11:15","Not latest view","PL (Poland)"
"1838","Wojtek","2019-05-20 13:12:16","00:21:51","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Creepy Holiday Card (Episode 11)","","Chrome PC (Cadmium)","00:21:52","00:21:52","PL (Poland)"
"1839","Wojtek","2019-05-19 15:53:34","00:11:46","","Friends: Season 8: The One with Monica's Boots (Episode 10)","","Android DefaultWidevineL3Phone Android Phone","00:21:51","00:21:51","PL (Poland)"
"1840","Wojtek","2019-05-19 15:42:12","00:08:59","","Friends: Season 8: The One with Monica's Boots (Episode 10)","","Android DefaultWidevineL3Phone Android Phone","00:09:32","Not latest view","PL (Poland)"
"1841","Wojtek","2019-05-19 13:50:05","00:21:51","Autoplayed: user action: None; ","Friends: Season 8: The One with the Rumor (Episode 9)","","Chrome PC (Cadmium)","00:21:52","00:21:52","PL (Poland)"
"1842","Wojtek","2019-05-19 13:28:07","00:21:42","Autoplayed: user action: None; ","Friends: Season 8: The One with the Stripper (Episode 8)","","Chrome PC (Cadmium)","00:21:43","00:21:43","PL (Poland)"
"1843","Wojtek","2019-05-19 13:06:29","00:20:44","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Stain (Episode 7)","","Chrome PC (Cadmium)","00:21:54","00:21:54","PL (Poland)"
"1844","Wojtek","2019-05-18 20:07:59","00:21:18","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 2: The Bible Pimp (Episode 5)","","Chrome PC (Cadmium)","00:22:18","00:22:18","PL (Poland)"
"1845","Wojtek","2019-05-18 20:05:27","00:01:52","Autoplayed: user action: Unspecified; ","Family Guy: Season 10: Thanksgiving (Episode 6)","","Chrome PC (Cadmium)","00:02:19","00:02:19","PL (Poland)"
"1846","Wojtek","2019-05-18 20:04:49","00:00:02","Autoplayed: user action: Unspecified; ","Formula 1: Drive to Survive: Season 1: Keeping Your Head (Episode 7)","","Chrome PC (Cadmium)","00:00:02","00:00:02","PL (Poland)"
"1847","Wojtek","2019-05-18 20:04:33","00:00:08","Autoplayed: user action: Unspecified; ","Formula 1: Drive to Survive: Season 1: All or Nothing (Episode 6)","","Chrome PC (Cadmium)","00:11:00","00:11:00","PL (Poland)"
"1848","Wojtek","2019-05-18 20:02:22","00:01:56","Autoplayed: user action: Unspecified; ","BONDING: Season 1: Let's Get Physical (Episode 4)","","Chrome PC (Cadmium)","00:12:06","Not latest view","PL (Poland)"
"1849","Wojtek","2019-05-18 09:54:38","00:21:15","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Halloween Party (Episode 6)","","Chrome PC (Cadmium)","00:21:47","00:21:47","PL (Poland)"
"1850","Wojtek","2019-05-16 17:28:37","00:00:06","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with Rachel's Date (Episode 5)","","Chrome PC (Cadmium)","00:00:06","00:00:06","PL (Poland)"
"1851","Wojtek","2019-05-16 17:07:19","00:20:52","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Videotape (Episode 4)","","Chrome PC (Cadmium)","00:22:22","00:22:22","PL (Poland)"
"1852","Wojtek","2019-05-15 20:47:49","00:00:18","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Videotape (Episode 4)","","Chrome PC (Cadmium)","00:00:18","Not latest view","PL (Poland)"
"1853","Wojtek","2019-05-14 16:54:14","00:21:33","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One Where Rachel Tells ... (Episode 3)","","Chrome PC (Cadmium)","00:21:54","00:21:54","PL (Poland)"
"1854","Wojtek","2019-05-14 16:32:39","00:21:20","Autoplayed: user action: Unspecified; ","Friends: Season 8: The One with the Red Sweater (Episode 2)","","Chrome PC (Cadmium)","00:21:52","00:21:52","PL (Poland)"
"1855","Wojtek","2019-05-14 14:37:35","00:12:15","Autoplayed: user action: Unspecified; ","Ozark: Season 2: Reparations (Episode 1)","","Chrome PC (Cadmium)","00:12:15","00:12:15","PL (Poland)"
"1856","Wojtek","2019-05-13 06:20:26","00:21:24","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Chandler's Dad (Episode 22)","","Chrome PC (Cadmium)","00:21:48","00:21:48","PL (Poland)"
"1857","Wojtek","2019-05-12 18:40:12","00:21:35","Autoplayed: user action: None; ","Friends: Season 7: The One with the Vows (Episode 21)","","Chrome PC (Cadmium)","00:21:53","00:21:53","PL (Poland)"
"1858","Wojtek","2019-05-12 18:25:45","00:14:11","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Rachel's Big Kiss (Episode 20)","","Chrome PC (Cadmium)","00:21:53","00:21:53","PL (Poland)"
"1859","Wojtek","2019-05-12 17:41:23","00:03:54","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Rachel's Big Kiss (Episode 20)","","Chrome PC (Cadmium)","00:07:41","Not latest view","PL (Poland)"
"1860","Wojtek","2019-05-12 16:45:58","00:03:28","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Rachel's Big Kiss (Episode 20)","","Chrome PC (Cadmium)","00:03:47","Not latest view","PL (Poland)"
"1861","Wojtek","2019-05-12 16:26:19","00:19:24","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Ross and Monica's Cousin (Episode 19)","","Chrome PC (Cadmium)","00:21:54","00:21:54","PL (Poland)"
"1862","Wojtek","2019-05-11 14:16:49","00:02:29","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Ross and Monica's Cousin (Episode 19)","","Chrome PC (Cadmium)","00:02:29","Not latest view","PL (Poland)"
"1863","Wojtek","2019-05-11 13:54:30","00:21:51","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Joey's Award (Episode 18)","","Chrome PC (Cadmium)","00:21:52","00:21:52","PL (Poland)"
"1864","Wojtek","2019-05-11 13:32:21","00:21:52","Autoplayed: user action: None; ","Friends: Season 7: The One with the Cheap Wedding Dress (Episode 17)","","Chrome PC (Cadmium)","00:21:53","00:21:53","PL (Poland)"
"1865","Wojtek","2019-05-11 13:10:15","00:21:51","Autoplayed: user action: None; ","Friends: Season 7: The One with the Truth About London (Episode 16)","","Chrome PC (Cadmium)","00:21:52","00:21:52","PL (Poland)"
"1866","Wojtek","2019-05-11 12:47:38","00:22:23","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Joey's New Brain (Episode 15)","","Chrome PC (Cadmium)","00:22:24","00:22:24","PL (Poland)"
"1867","Wojtek","2019-05-11 12:47:22","00:00:12","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One Where They're Up All Night (Episode 12)","","Chrome PC (Cadmium)","00:00:13","00:00:13","PL (Poland)"
"1868","Wojtek","2019-05-05 16:42:45","00:00:41","Autoplayed: user action: Unspecified; ","It","","Chrome PC (Cadmium)","00:00:41","00:00:41","PL (Poland)"
"1869","Wojtek","2019-05-04 18:24:08","00:00:24","","Friends: Season 7: The One Where They're Up All Night (Episode 12)","","Google Chromecast V5 Streaming Stick","00:00:24","Not latest view","PL (Poland)"
"1870","Wojtek","2019-05-04 18:23:44","00:00:01","","Friends: Season 7: The One Where They're Up All Night (Episode 12)","","Android DefaultWidevineL3Phone Android Phone","00:00:01","Not latest view","PL (Poland)"
"1871","Wojtek","2019-05-01 05:43:30","00:22:08","","Trailer Park Boys: Season 2: A Dope Trailer Is No Place for a Kitty (Episode 4)","","Android DefaultWidevineL3Phone Android Phone","00:22:39","00:22:39","PL (Poland)"
"1872","Wojtek","2019-05-01 04:05:25","00:00:05","Autoplayed: user action: None; ","Friends: Season 7: The One Where They're Up All Night (Episode 12)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:05","Not latest view","PL (Poland)"
"1873","Wojtek","2019-05-01 03:43:38","00:21:25","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with All the Cheesecakes (Episode 11)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:54","00:21:54","PL (Poland)"
"1874","Wojtek","2019-04-30 18:43:53","00:10:14","","BONDING: Season 1: Let's Get Physical (Episode 4)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:10:20","Not latest view","PL (Poland)"
"1875","Wojtek","2019-04-30 18:24:10","00:16:20","Autoplayed: user action: Unspecified; ","BONDING: Season 1: The Past Is Not Always Behind (Episode 3)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:16:20","00:16:20","PL (Poland)"
"1876","Wojtek","2019-04-30 18:19:54","00:03:48","Autoplayed: user action: Unspecified; ","Formula 1: Drive to Survive: Season 1: All or Nothing (Episode 6)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:04:05","Not latest view","PL (Poland)"
"1877","Wojtek","2019-04-30 14:25:30","00:21:34","","Friends: Season 7: The One with the Holiday Armadillo (Episode 10)","","Android DefaultWidevineL3Phone Android Phone","00:21:50","Not latest view","PL (Poland)"
"1878","Wojtek","2019-04-30 14:01:34","00:20:17","","Trailer Park Boys: Season 2: I've Met Cats and Dogs Smarter than Trevor and Cory (Episode 3)","","Android DefaultWidevineL3Phone Android Phone","00:21:00","00:21:00","PL (Poland)"
"1879","Wojtek","2019-04-30 13:38:56","00:21:21","","Friends: Season 7: The One with All the Candy (Episode 9)","","Android DefaultWidevineL3Phone Android Phone","00:21:50","00:21:50","PL (Poland)"
"1880","Wojtek","2019-04-25 20:14:54","00:16:18","Autoplayed: user action: Unspecified; ","BONDING: Season 1: Pete Shy (Episode 2)","","Chrome PC (Cadmium)","00:16:16","00:16:16","PL (Poland)"
"1881","Wojtek","2019-04-25 19:35:45","00:00:12","Autoplayed: user action: Unspecified; ","Grass Is Greener","","Chrome PC (Cadmium)","00:00:12","00:00:12","PL (Poland)"
"1882","Wojtek","2019-04-25 19:19:57","00:15:11","Autoplayed: user action: Unspecified; ","BONDING: Season 1: Old Friends, New Names (Episode 1)","","Chrome PC (Cadmium)","00:15:08","00:15:08","PL (Poland)"
"1883","Wojtek","2019-04-22 19:59:44","00:22:58","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 2: Jim Lahey Is a Drunk Bastard (Episode 2)","","Chrome PC (Cadmium)","00:22:20","00:22:20","PL (Poland)"
"1884","Wojtek","2019-04-22 15:39:26","00:01:37","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 2: What in the F**k Happened to Our Trailer Park? (Episode 1)","","Chrome PC (Cadmium)","00:22:16","00:22:16","PL (Poland)"
"1885","Wojtek","2019-04-22 13:20:46","00:18:09","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 2: What in the F**k Happened to Our Trailer Park? (Episode 1)","","Chrome PC (Cadmium)","00:20:39","Not latest view","PL (Poland)"
"1886","Wojtek","2019-04-22 13:20:20","00:00:18","Autoplayed: user action: Unspecified; ","Trailer Park Boys: The Animated Series: Season 1: Long Story Short … A Bear Ripped My C**k Off and Ate It (Episode 1)","","Chrome PC (Cadmium)","00:00:34","Not latest view","PL (Poland)"
"1887","Wojtek","2019-04-22 12:37:27","00:20:51","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One Where Chandler Doesn't Like Dogs (Episode 8)","","Chrome PC (Cadmium)","00:21:52","00:21:52","PL (Poland)"
"1888","Wojtek","2019-04-22 12:35:20","00:01:48","Autoplayed: user action: Unspecified; ","After Porn Ends 2","","Chrome PC (Cadmium)","00:27:41","00:27:41","PL (Poland)"
"1889","Wojtek","2019-04-20 18:57:50","00:21:35","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with Ross' Library Book (Episode 7)","","Chrome PC (Cadmium)","00:21:46","00:21:46","PL (Poland)"
"1890","Wojtek","2019-04-20 15:14:10","00:31:04","Autoplayed: user action: Unspecified; ","Formula 1: Drive to Survive: Season 1: Trouble at the Top (Episode 5)","","Chrome PC (Cadmium)","00:31:04","00:31:04","PL (Poland)"
"1891","Wojtek","2019-04-19 13:35:29","00:04:28","Autoplayed: user action: Unspecified; ","Friends: Season 7: The One with the Engagement Picture (Episode 5)","","Chrome PC (Cadmium)","00:04:58","00:04:58","PL (Poland)"
"1892","Wojtek","2019-04-17 20:04:33","00:22:14","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 1: Who the Hell Invited These Idiots to My Wedding? (Episode 6)","","Chrome PC (Cadmium)","00:22:53","00:22:53","PL (Poland)"
"1893","Wojtek","2019-04-15 06:28:18","00:17:27","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 1: I'm Not Gay, I Love Lucy... Wait a Second, Maybe I Am Gay (Episode 5)","","Chrome PC (Cadmium)","00:18:59","00:18:59","PL (Poland)"
"1894","Wojtek","2019-04-14 15:24:33","00:00:15","","Trailer Park Boys: Season 1: I'm Not Gay, I Love Lucy... Wait a Second, Maybe I Am Gay (Episode 5)","","Chrome PC (Cadmium)","00:00:53","Not latest view","PL (Poland)"
"1895","Wojtek","2019-04-14 14:59:34","00:21:15","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 1: Mrs. Peterson's Dog Gets F**ked Up (Episode 4)","","Chrome PC (Cadmium)","00:21:19","00:21:19","PL (Poland)"
"1896","Wojtek","2019-04-12 06:43:15","00:17:21","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 1: Mr. Lahey's Got My Porno Tape! (Episode 3)","","Chrome PC (Cadmium)","00:21:18","00:21:18","PL (Poland)"
"1897","Wojtek","2019-04-12 05:58:54","00:00:13","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 1: Mr. Lahey's Got My Porno Tape! (Episode 3)","","Chrome PC (Cadmium)","00:04:33","Not latest view","PL (Poland)"
"1898","Wojtek","2019-04-11 19:15:38","00:03:58","Autoplayed: user action: None; ","Trailer Park Boys: Season 1: Mr. Lahey's Got My Porno Tape! (Episode 3)","","Chrome PC (Cadmium)","00:04:20","Not latest view","PL (Poland)"
"1899","Wojtek","2019-04-11 18:53:44","00:21:53","Autoplayed: user action: None; ","Trailer Park Boys: Season 1: F**k Community College, Let's Get Drunk and Eat Chicken Fingers (Episode 2)","","Chrome PC (Cadmium)","00:22:50","00:22:50","PL (Poland)"
"1900","Wojtek","2019-04-11 18:31:32","00:12:07","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 1: Take Your Little Gun and Get Out of My Trailer Park (Episode 1)","","Chrome PC (Cadmium)","00:22:35","00:22:35","PL (Poland)"
"1901","Wojtek","2019-04-09 16:01:57","00:10:10","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 1: Take Your Little Gun and Get Out of My Trailer Park (Episode 1)","","Chrome PC (Cadmium)","00:11:14","Not latest view","PL (Poland)"
"1902","Wojtek","2019-04-09 08:04:26","00:02:54","Autoplayed: user action: Unspecified; ","Baywatch","","Chrome PC (Cadmium)","01:51:04","01:51:04","PL (Poland)"
"1903","Wojtek","2019-04-09 06:27:23","00:55:17","Autoplayed: user action: Unspecified; ","Baywatch","","Chrome PC (Cadmium)","01:48:10","Not latest view","PL (Poland)"
"1904","Wojtek","2019-04-08 18:38:41","00:00:01","Autoplayed: user action: Unspecified; ","Baywatch","","Chrome PC (Cadmium)","00:52:53","Not latest view","PL (Poland)"
"1905","Wojtek","2019-04-08 17:37:48","00:00:04","Autoplayed: user action: Unspecified; ","Baywatch","","Chrome PC (Cadmium)","00:52:52","Not latest view","PL (Poland)"
"1906","Wojtek","2019-04-08 15:11:00","00:54:44","Autoplayed: user action: Unspecified; ","Baywatch","","Chrome PC (Cadmium)","00:52:48","Not latest view","PL (Poland)"
"1907","Wojtek","2019-04-07 16:47:13","00:00:01","Autoplayed: user action: Unspecified; ","Baywatch","","Chrome PC (Cadmium)","00:00:01","Not latest view","PL (Poland)"
"1908","Wojtek","2019-03-22 06:45:32","00:20:32","","Family Guy: Season 10: Stewie Goes for a Drive (Episode 4)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:04","00:21:04","PL (Poland)"
"1909","Wojtek","2019-03-22 06:45:26","00:00:02","Autoplayed: user action: Unspecified; ","Family Guy: Season 10: Stewie Goes for a Drive (Episode 4)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:02","Not latest view","PL (Poland)"
"1910","Wojtek","2019-03-22 06:27:11","00:00:03","Autoplayed: user action: Unspecified; ","Family Guy: Season 10: Stewie Goes for a Drive (Episode 4)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:03","Not latest view","PL (Poland)"
"1911","Wojtek","2019-03-21 18:16:16","00:21:46","","Formula 1: Drive to Survive: Season 1: The King of Spain (Episode 2)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:50","00:21:50","PL (Poland)"
"1912","Wojtek","2019-03-21 18:02:36","00:13:31","Autoplayed: user action: Unspecified; ","Formula 1: Drive to Survive: Season 1: All to Play For (Episode 1)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:34:57","00:34:57","PL (Poland)"
"1913","Wojtek","2019-03-21 14:56:43","00:21:09","","Formula 1: Drive to Survive: Season 1: All to Play For (Episode 1)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:26","Not latest view","PL (Poland)"
"1914","Wojtek","2019-03-21 14:35:59","00:20:22","Autoplayed: user action: Unspecified; ","Family Guy: Season 10: Screams of Silence: The Story of Brenda Q (Episode 3)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:20:41","00:20:41","PL (Poland)"
"1915","Wojtek","2019-03-21 14:32:26","00:03:25","Autoplayed: user action: Unspecified; ","After Porn Ends 2","","Samsung 2016 Jazz-L UHD TV Smart TV","00:15:36","Not latest view","PL (Poland)"
"1916","Wojtek","2019-03-21 10:00:58","00:19:51","","Family Guy: Season 10: Seahorse Seashell Party (Episode 2)","","Android DefaultWidevineL3Phone Android Phone","00:21:13","00:21:13","PL (Poland)"
"1917","Wojtek","2019-03-21 08:26:21","00:26:43","","The Hook Up Plan: Season 1: The Party Plan (Episode 5)","","Android DefaultWidevineL3Phone Android Phone","00:26:53","00:26:53","PL (Poland)"
"1918","Wojtek","2019-03-21 08:04:32","00:04:00","","After Porn Ends 2","","Android DefaultWidevineL3Phone Android Phone","00:12:11","Not latest view","PL (Poland)"
"1919","Wojtek","2019-03-21 08:03:54","00:00:05","","After Porn Ends 2","","Android DefaultWidevineL3Phone Android Phone","00:08:17","Not latest view","PL (Poland)"
"1920","Wojtek","2019-03-21 07:55:56","00:06:01","","Family Guy: Season 10: Lottery Fever (Episode 1)","","Android DefaultWidevineL3Phone Android Phone","00:20:59","00:20:59","PL (Poland)"
"1921","Wojtek","2019-03-21 07:52:20","00:02:48","","Family Guy: Season 10: Lottery Fever (Episode 1)","","Android DefaultWidevineL3Phone Android Phone","00:15:22","Not latest view","PL (Poland)"
"1922","Wojtek","2019-03-21 07:39:45","00:11:56","","Family Guy: Season 10: Lottery Fever (Episode 1)","","Android DefaultWidevineL3Phone Android Phone","00:13:12","Not latest view","PL (Poland)"
"1923","Wojtek","2019-03-21 07:37:51","00:01:17","","Family Guy: Season 10: Lottery Fever (Episode 1)","","Android DefaultWidevineL3Phone Android Phone","00:01:17","Not latest view","PL (Poland)"
"1924","Wojtek","2019-02-22 15:42:21","00:00:38","","Friends: Season 6: The One with the Ring (Episode 23)","","Android DefaultWidevineL3Phone Android Phone","00:15:51","00:15:51","PL (Poland)"
"1925","Wojtek","2019-02-22 15:07:56","00:14:48","","Friends: Season 6: The One with the Ring (Episode 23)","","Android DefaultWidevineL3Phone Android Phone","00:15:18","Not latest view","PL (Poland)"
"1926","Wojtek","2019-02-22 14:42:30","00:22:50","","Friends: Season 6: The One Where Paul's the Man (Episode 22)","","Android DefaultWidevineL3Phone Android Phone","00:22:01","00:22:01","PL (Poland)"
"1927","Wojtek","2019-02-21 08:05:01","00:21:25","","Friends: Season 6: The One Where Ross Meets Elizabeth's Dad (Episode 21)","","Android DefaultWidevineL3Phone Android Phone","00:22:07","00:22:07","PL (Poland)"
"1928","Wojtek","2019-02-21 07:43:43","00:20:36","","Friends: Season 6: The One with Mac and C.H.E.E.S.E (Episode 20)","","Android DefaultWidevineL3Phone Android Phone","00:20:51","00:20:51","PL (Poland)"
"1929","Wojtek","2019-02-20 14:11:28","00:20:40","","Friends: Season 6: The One with Joey's Fridge (Episode 19)","","Android DefaultWidevineL3Phone Android Phone","00:21:38","00:21:38","PL (Poland)"
"1930","Wojtek","2019-02-20 10:27:44","00:05:37","Autoplayed: user action: Unspecified; ","Family Guy: Season 10: Lottery Fever (Episode 1)","","Chrome PC (Cadmium)","00:05:37","Not latest view","PL (Poland)"
"1931","Wojtek","2019-02-20 08:11:59","00:51:59","Autoplayed: user action: None; ","Sex Education: Season 1: Episode 8","","Chrome PC (Cadmium)","00:52:08","00:52:08","PL (Poland)"
"1932","Wojtek","2019-02-20 07:19:28","00:50:32","Autoplayed: user action: Unspecified; ","Sex Education: Season 1: Episode 7","","Chrome PC (Cadmium)","00:50:02","00:50:02","PL (Poland)"
"1933","Wojtek","2019-02-19 14:54:05","00:19:47","","Sex Education: Season 1: Episode 6","","Android DefaultWidevineL3Phone Android Phone","00:47:54","00:47:54","PL (Poland)"
"1934","Wojtek","2019-02-19 14:13:53","00:28:45","","Sex Education: Season 1: Episode 6","","Android DefaultWidevineL3Phone Android Phone","00:28:10","Not latest view","PL (Poland)"
"1935","Wojtek","2019-02-18 17:29:46","00:09:49","","Sex Education: Season 1: Episode 5","","Android DefaultWidevineL3Phone Android Phone","00:45:28","00:45:28","PL (Poland)"
"1936","Wojtek","2019-02-18 15:42:46","00:34:42","","Sex Education: Season 1: Episode 5","","Android DefaultWidevineL3Phone Android Phone","00:35:00","Not latest view","PL (Poland)"
"1937","Wojtek","2019-02-18 15:19:21","00:21:16","","Friends: Season 6: The One That Could Have Been: Part 2 (Episode 16)","","Android DefaultWidevineL3Phone Android Phone","00:21:46","00:21:46","PL (Poland)"
"1938","Wojtek","2019-02-16 14:53:44","00:19:15","","Friends: Season 6: The One That Could Have Been: Part 1 (Episode 15)","","DefaultWidevineAndroidTablets","00:21:48","00:21:48","PL (Poland)"
"1939","Wojtek","2019-02-16 14:12:43","00:08:00","","After Porn Ends 2","","DefaultWidevineAndroidTablets","00:08:16","Not latest view","PL (Poland)"
"1940","Wojtek","2019-02-16 13:44:12","00:00:04","","Sex Education: Season 1: Episode 5","","DefaultWidevineAndroidTablets","00:00:11","Not latest view","PL (Poland)"
"1941","Wojtek","2019-02-16 12:58:44","00:44:59","","Sex Education: Season 1: Episode 4","","DefaultWidevineAndroidTablets","00:45:40","00:45:40","PL (Poland)"
"1942","Wojtek","2019-02-15 21:49:36","00:02:21","","Friends: Season 6: The One That Could Have Been: Part 1 (Episode 15)","","DefaultWidevineAndroidTablets","00:02:44","Not latest view","PL (Poland)"
"1943","Wojtek","2019-02-15 21:49:11","00:00:19","","Sex Education: Season 1: Episode 4","","DefaultWidevineAndroidTablets","00:00:19","Not latest view","PL (Poland)"
"1944","Wojtek","2019-02-15 19:54:56","00:03:25","","Sex Education: Season 1: Episode 3","","DefaultWidevineAndroidTablets","00:48:23","00:48:23","PL (Poland)"
"1945","Wojtek","2019-02-15 19:51:51","00:00:03","","Friends: Season 6: The One That Could Have Been: Part 1 (Episode 15)","","DefaultWidevineAndroidTablets","00:00:03","Not latest view","PL (Poland)"
"1946","Wojtek","2019-02-15 19:40:01","00:11:37","","Friends: Season 6: The One Where Chandler Can't Cry (Episode 14)","","DefaultWidevineAndroidTablets","00:21:57","00:21:57","PL (Poland)"
"1947","Wojtek","2019-02-15 19:33:08","00:06:09","","Friends: Season 6: The One Where Chandler Can't Cry (Episode 14)","","DefaultWidevineAndroidTablets","00:10:25","Not latest view","PL (Poland)"
"1948","Wojtek","2019-02-15 16:53:04","00:01:25","","Sex Education: Season 1: Episode 3","","Android DefaultWidevineL3Phone Android Phone","00:45:09","Not latest view","PL (Poland)"
"1949","Wojtek","2019-02-15 16:38:12","00:07:13","","Sex Education: Season 1: Episode 3","","Android DefaultWidevineL3Phone Android Phone","00:44:21","Not latest view","PL (Poland)"
"1950","Wojtek","2019-02-15 16:02:53","00:32:10","","Sex Education: Season 1: Episode 3","","Android DefaultWidevineL3Phone Android Phone","00:37:09","Not latest view","PL (Poland)"
"1951","Wojtek","2019-02-15 15:57:16","00:01:47","","Sex Education: Season 1: Episode 3","","Android DefaultWidevineL3Phone Android Phone","00:05:53","Not latest view","PL (Poland)"
"1952","Wojtek","2019-02-15 15:52:04","00:04:32","","Sex Education: Season 1: Episode 3","","Android DefaultWidevineL3Phone Android Phone","00:04:32","Not latest view","PL (Poland)"
"1953","Wojtek","2019-02-15 15:47:40","00:03:49","","Friends: Season 6: The One Where Chandler Can't Cry (Episode 14)","","Android DefaultWidevineL3Phone Android Phone","00:04:18","Not latest view","PL (Poland)"
"1954","Wojtek","2019-02-15 15:30:10","00:15:34","","Friends: Season 6: The One with Rachel's Sister (Episode 13)","","Android DefaultWidevineL3Phone Android Phone","00:21:24","00:21:24","PL (Poland)"
